Position data for MD simulation
5404 1 39.626628 28.009964 17.466336
5405 1 37.932973 22.042618 20.292989
5406 1 33.802775 28.350885 15.861681
5407 1 33.959737 25.955165 17.204076
5408 2 33.737845 28.175469 18.441534
5409 1 33.711217 25.82168 20.199675
5410 1 36.069609 21.910655 15.671818
5411 1 37.743615 20.1579 18.636387
5412 2 36.104471 22.214595 18.785059
5413 2 37.813644 27.886106 18.980896
5414 2 39.835059 21.499423 15.521052
5415 2 35.803547 26.010161 15.815921
5416 1 35.958434 23.960499 17.160711
5417 2 36.02491 25.822556 18.701563
5418 1 35.95947 24.004321 20.006366
5419 1 37.972487 25.764672 20.231296
5420 1 36.050969 27.575391 17.229804
5421 1 39.805583 23.727536 16.884699
5422 1 35.754486 28.140754 20.059293
5423 1 37.893514 25.902871 17.332373
5424 2 37.85344 23.725109 15.615842
5425 1 38.184972 22.074621 17.171686
5426 1 38.059557 23.822617 18.667287
5427 1 35.673912 29.936091 18.736926
5428 2 39.958395 25.874041 21.504694
5429 1 31.907345 24.290534 14.608902
5430 2 39.929082 22.13458 18.711256
5431 2 34.054451 20.045284 18.61482
5432 1 33.520201 23.743141 21.352732
5433 1 33.848909 29.951969 20.029966
5434 2 39.712455 29.900639 19.044087
5435 1 39.935767 25.787982 15.80439
5436 1 31.9583 20.053221 17.268003
5437 2 29.992976 20.094189 21.270478
5438 2 30.018577 20.033691 15.975647
5439 2 37.935983 24.074352 27.184915
5440 1 30.064938 25.844431 22.97821
5441 1 39.930998 29.851451 21.686919
5442 1 36.094594 26.298934 21.501352
5443 1 32.256748 24.10184 28.523014
5444 1 36.061046 27.975889 28.55483
5445 1 39.904901 20.04998 25.769641
5446 1 29.954601 26.015168 26.049064
5447 1 39.929276 23.784054 25.814133
5448 2 33.937816 20.046766 21.894555
5449 2 31.607975 21.987878 24.380301
5450 2 31.778555 22.203171 27.541329
5451 1 31.680886 23.933426 22.941235
5452 1 31.979454 25.892383 24.356888
5453 1 31.812281 24.04171 26.07841
5454 2 32.001132 25.998082 27.355509
5455 1 38.029298 25.953632 25.817718
5456 1 32.264035 28.108444 23.188484
5457 1 31.851027 27.93486 25.987001
5458 2 37.956247 28.109317 24.403277
5459 1 32.140848 20.216319 26.000543
5460 1 39.587062 21.728534 27.315003
5461 2 37.761069 24.181942 24.378275
5462 1 33.573943 21.991464 23.261053
5463 2 33.785132 24.109092 24.590347
5464 1 33.827907 22.201276 25.808339
5465 1 34.336148 24.281301 26.997117
5466 2 31.868939 26.205794 21.618661
5467 1 33.806219 25.76115 22.785633
5468 1 34.010981 28.076574 24.588772
5469 1 34.04208 26.077181 25.856286
5470 2 33.940022 28.054195 27.485936
5471 1 37.946842 20.098025 24.360708
5472 2 38.310528 27.828622 27.316804
5473 1 38.011911 25.969948 22.98156
5474 2 35.922818 21.961811 24.285797
5475 2 35.715294 22.192091 27.155794
5476 1 33.856722 29.997808 23.014135
5477 1 35.812962 23.995391 22.892699
5478 2 35.652909 26.084786 24.150037
5479 1 35.871512 23.992848 25.413681
5480 2 35.979649 25.810463 27.109962
5481 1 31.685028 20.09122 22.898699
5482 1 35.706462 28.166132 23.020039
5483 1 39.824389 27.878161 23.008318
5484 1 36.099143 27.903596 26.040103
5485 1 37.912116 21.92568 25.844938
5486 1 33.510959 29.832066 26.013571
5487 1 37.93901 22.071988 22.973331
5488 1 37.776818 29.903214 25.909703
5489 2 31.831008 29.980912 24.324228
5490 1 34.002075 20.003584 24.546962
5491 2 38.017819 23.951642 21.522318
5492 1 33.855069 21.908788 28.424829
5493 1 35.659614 21.832441 21.753144
5494 1 33.992561 26.01893 28.564824
5495 1 31.891138 28.200506 28.58638
5496 1 30.061645 20.012637 27.36642
5497 1 36.074351 24.165422 28.867117
5498 1 30.037538 21.953108 31.396021
5499 2 40.025323 21.921761 30.137971
5500 1 29.999096 26.072127 31.642692
5501 2 30.379182 23.985312 30.068131
5502 1 32.014458 21.987012 29.982731
5503 1 31.7757 20.059463 34.518741
5504 2 31.689207 21.887308 32.975541
5505 2 39.805981 25.795509 35.838343
5506 1 37.74723 21.903725 28.960526
5507 1 31.979939 26.07293 30.17699
5508 1 32.004898 23.95945 31.44988
5509 2 31.974772 25.933622 32.803723
5510 1 32.040506 24.042768 34.357335
5511 1 37.739832 27.907443 30.245666
5512 1 32.044626 28.118447 31.454017
5513 1 31.654444 28.014414 34.509235
5514 1 34.138301 27.997212 35.896313
5515 1 31.889366 20.004044 28.761331
5516 1 39.835262 22.07408 33.089516
5517 2 34.007603 23.908774 30.342078
5518 1 33.740263 21.868589 31.78797
5519 1 33.991626 24.018147 32.935314
5520 1 33.671435 22.23316 34.4639
5521 1 37.963203 26.127816 33.948218
5522 2 35.671548 29.887379 30.006429
5523 1 33.829651 28.102906 29.943869
5524 1 33.787523 26.067977 31.577331
5525 2 33.715682 28.130095 33.162643
5526 1 33.802101 26.210103 34.202265
5527 1 37.730482 22.197376 34.403749
5528 1 35.831101 21.95767 30.135533
5529 2 37.999963 23.981171 33.071416
5530 2 35.76727 22.380197 32.860529
5531 2 33.890165 20.106099 30.223052
5532 2 35.793614 26.24913 30.218999
5533 1 36.064997 23.765094 31.47717
5534 2 35.820638 25.939073 32.788654
5535 1 35.981612 23.916331 34.455351
5536 2 38.110101 28.132409 32.979931
5537 1 35.755055 28.19316 31.742837
5538 1 36.014378 28.089739 34.393494
5539 1 33.970753 19.951902 33.096164
5540 2 39.89771 26.015597 29.96749
5541 1 37.917424 26.002443 31.539665
5542 1 38.016588 23.709003 30.63443
5543 1 37.646241 21.876882 31.753403
5544 1 39.893971 24.033562 34.486823
5545 2 31.918114 25.848351 35.871524
5546 2 30.035739 27.874972 30.193651
5547 1 39.596256 20.325078 31.637652
5548 1 35.828244 20.438344 34.617413
5549 2 33.960506 24.104567 35.911268
5550 1 30.068003 26.191869 34.573188
5551 1 38.01059 24.08037 35.710568
5552 2 35.782054 25.813808 35.429284
5553 1 39.818022 27.856332 31.537554
5554 1 30.07116 24.263934 35.872225
5555 2 38.043266 20.203731 33.404492
5556 1 37.808939 25.88862 28.786806
5557 2 37.605151 20.062234 30.298688
5558 1 39.683146 24.074149 28.774708
5559 2 39.707573 22.163726 35.729637
5560 2 35.837795 29.959675 33.198016
5561 1 37.531197 29.956826 31.453986
5562 2 39.738624 29.728913 38.753431
5563 1 30.041991 21.54866 43.088993
5564 1 30.04925 20.092756 36.030677
5565 1 30.104198 22.099525 40.482417
5566 2 32.166095 22.126699 39.089437
5567 1 31.30678 29.835939 38.614314
5568 2 32.154498 22.033941 41.947583
5569 2 31.750661 22.180652 36.030577
5570 1 32.223184 23.946743 37.571147
5571 2 31.857028 25.930615 38.61725
5572 1 31.807569 24.008036 40.432686
5573 1 31.912421 25.941854 41.820678
5574 1 31.963997 27.922257 37.038409
5575 1 31.654875 27.878145 40.187242
5576 1 35.955999 28.067776 42.957294
5577 2 34.231791 20.028899 42.029044
5578 1 33.922224 22.241081 37.17316
5579 2 34.125087 24.143446 39.010304
5580 1 33.997499 22.06184 40.374786
5581 1 34.225665 24.069461 41.736873
5582 1 33.932104 25.893531 37.519827
5583 2 33.77329 27.943689 38.48262
5584 1 33.713028 25.960392 40.09306
5585 2 33.759151 27.899985 41.583325
5586 2 33.689627 20.140057 36.219908
5587 2 36.007824 22.144071 36.071922
5588 2 37.620658 27.864602 38.755932
5589 1 39.738066 23.868111 40.35193
5590 1 36.044603 22.198895 38.939329
5591 1 33.554331 29.877621 40.218971
5592 2 36.210984 22.124513 41.901686
5593 2 38.321777 20.14745 42.021594
5594 1 35.891168 24.174352 37.042395
5595 1 35.94011 25.975562 38.850673
5596 1 36.086096 23.949456 40.287057
5597 2 35.791035 25.814753 41.294699
5598 1 38.121169 25.85346 40.303076
5599 1 39.766821 22.077842 41.533013
5600 1 35.898072 27.608031 37.346086
5601 1 35.536703 27.971258 40.062924
5602 1 37.725397 25.89497 37.190171
5603 2 37.79448 28.357372 41.583156
5604 1 32.130663 20.179465 40.490265
5605 1 37.805212 22.189132 37.454434
5606 2 37.845302 23.980917 38.951707
5607 1 38.018734 22.01441 40.25018
5608 1 37.998999 23.83693 41.969539
5609 1 32.000064 20.176196 37.541736
5610 2 37.944544 27.863124 35.858277
5611 1 39.781907 29.831429 35.898085
5612 2 35.490384 29.962999 41.453455
5613 1 39.758098 24.039153 37.528235
5614 2 39.892583 25.906438 41.854944
5615 1 36.285268 19.999603 40.745261
5616 2 30.09655 24.022449 41.945798
5617 2 39.993697 25.996395 38.728838
5618 1 37.81422 26.290042 42.848087
5619 2 30.055901 19.935486 38.573149
5620 1 37.973864 20.290243 36.046389
5621 1 39.678251 27.704428 37.302745
5622 2 39.966918 21.895199 38.767152
5623 1 39.609699 27.894456 40.148854
5624 1 35.857722 20.273774 37.567161
5625 2 31.876516 29.975478 41.679184
5626 2 29.990823 24.134634 38.782012
5627 1 30.110123 28.422528 35.957979
5628 1 30.166791 21.94758 37.4415
5629 1 32.168293 24.104265 42.975893
5630 1 35.411443 29.813844 38.643913
5631 2 37.976528 20.120682 38.533653
5632 1 39.779362 30.230874 4.652211
5633 1 29.983878 33.982126 0.04316
5634 2 30.086369 31.993647 4.231995
5635 2 33.932165 39.866251 7.068893
5636 1 32.059505 32.251117 2.629522
5637 2 31.867763 34.040728 3.960388
5638 1 31.932973 31.808697 5.917256
5639 1 30.007373 39.943466 4.51009
5640 2 39.207186 30.079079 1.703674
5641 1 32.016417 34.359045 1.391175
5642 1 32.0796 36.080574 2.990027
5643 2 32.125016 37.982811 4.244242
5644 1 32.039867 35.855789 5.754866
5645 2 30.356301 36.250302 1.436559
5646 1 32.110296 38.00744 1.426636
5647 1 33.998604 30.067664 5.743991
5648 2 33.695324 31.983255 4.383442
5649 2 30.152086 36.019627 4.245065
5650 2 34.240197 32.341445 1.32205
5651 1 33.885438 34.090868 2.902626
5652 2 34.178132 35.93225 4.482376
5653 1 33.856287 33.915557 5.543055
5654 2 34.187255 35.904801 1.570832
5655 1 34.049489 37.902242 2.794215
5656 1 34.196846 37.782622 5.597948
5657 1 32.010141 29.994854 3.963328
5658 1 30.085473 38.058327 2.970114
5659 1 37.563886 30.425407 3.132393
5660 1 35.867335 32.241913 3.116156
5661 2 35.974255 34.126395 4.519526
5662 1 36.004069 32.109611 5.814404
5663 1 34.085538 39.906327 4.293478
5664 1 36.097439 33.990507 1.502757
5665 1 36.087679 36.048793 3.035352
5666 2 36.278328 38.155374 4.063777
5667 1 36.249913 36.355424 5.927679
5668 2 31.890573 30.350964 1.619094
5669 2 31.962807 37.754434 7.179059
5670 1 35.973947 37.892913 1.48124
5671 2 35.839322 30.204876 4.375075
5672 1 37.935879 32.177401 4.195289
5673 1 38.101493 38.10187 5.953049
5674 2 37.852909 32.388628 1.664291
5675 1 37.942171 34.0458 3.006996
5676 2 38.2641 36.15208 4.530503
5677 1 38.039433 34.206108 5.79566
5678 1 33.979517 30.322401 2.668635
5679 2 38.266202 35.993947 1.484331
5680 1 38.067048 38.040012 2.752414
5681 1 37.733806 30.096455 5.970187
5682 1 39.682213 32.091472 5.993971
5683 1 39.817487 31.930363 0.000367
5684 1 36.043395 39.59783 5.676369
5685 1 31.869558 32.098607 0.138261
5686 1 39.734652 32.347843 3.042732
5687 2 40.028718 38.187031 4.420077
5688 1 35.900797 34.287592 6.911917
5689 1 34.035098 34.219002 0.088382
5690 1 35.958161 30.177564 1.36017
5691 2 34.104037 39.871769 1.666144
5692 2 31.713648 30.030149 13.126076
5693 2 38.102561 35.967156 7.519894
5694 2 31.857312 30.233676 7.601269
5695 1 34.289545 38.267283 14.401123
5696 2 35.86683 30.19377 7.315341
5697 1 30.215661 34.162037 8.437432
5698 2 32.177106 33.712521 7.258256
5699 2 36.086337 30.089865 10.102229
5700 1 31.904414 32.116466 8.706393
5701 1 31.937094 33.843414 10.07911
5702 1 31.979885 32.115442 11.535778
5703 2 31.646163 34.054645 12.923349
5704 2 34.238187 35.954151 7.232689
5705 1 32.107596 35.868544 8.568472
5706 1 31.872832 37.740296 10.246254
5707 1 32.382757 36.08172 11.390228
5708 1 31.907287 38.043268 12.759712
5709 1 33.814113 30.280416 11.361764
5710 1 30.217972 36.108976 12.75806
5711 2 33.902634 32.114854 10.131038
5712 1 33.57231 32.104408 13.09734
5713 1 31.808268 30.066503 10.372268
5714 1 34.074533 34.09759 8.82773
5715 2 34.112978 35.879639 10.008535
5716 1 33.847258 34.132738 11.781858
5717 2 33.938795 36.222314 13.025522
5718 2 29.978741 32.187816 10.235973
5719 1 34.055911 38.08124 8.660649
5720 1 33.602601 34.200907 14.256884
5721 1 34.074479 38.033056 11.548004
5722 2 36.270647 38.06342 7.227717
5723 1 35.834976 32.087215 8.752976
5724 2 36.060859 33.636235 10.421377
5725 1 35.993855 31.835332 12.022895
5726 2 35.800428 33.936835 13.252217
5727 1 36.115212 35.929045 8.653718
5728 2 36.22813 38.12211 10.18663
5729 1 36.031176 36.067395 11.711353
5730 2 36.290793 38.28804 13.110371
5731 1 38.314803 39.87771 13.628157
5732 2 37.813718 31.963763 10.266333
5733 2 38.345306 31.61479 12.746628
5734 1 37.993817 33.8253 8.828538
5735 2 37.963385 36.024574 10.310583
5736 1 37.917131 33.840219 11.529013
5737 1 38.204273 36.194533 12.982689
5738 1 38.223785 37.96125 8.694521
5739 1 38.251957 38.103445 11.574783
5740 1 32.162162 35.830151 14.368089
5741 1 38.188088 39.835851 10.200529
5742 2 37.943506 31.862097 7.486993
5743 1 34.019779 32.099062 7.382655
5744 1 37.835648 33.808569 14.272091
5745 2 30.154664 36.008494 10.278616
5746 2 34.005569 29.909902 14.221934
5747 2 39.942399 30.201297 7.221972
5748 1 31.669489 32.129787 14.202133
5749 1 33.8553 30.102976 8.785283
5750 1 36.285019 39.993992 8.473052
5751 2 34.332311 39.811654 10.053333
5752 1 32.287985 39.934755 8.544521
5753 1 32.117424 39.894109 11.328559
5754 1 34.070494 39.946648 12.675838
5755 1 33.523905 30.237815 17.092452
5756 1 37.796875 30.195733 20.074531
5757 1 36.27689 36.076917 14.383428
5758 1 31.912415 30.074316 18.962029
5759 1 31.72877 30.195629 15.548548
5760 1 39.683801 34.084414 18.996274
5761 1 31.823255 34.23579 15.916954
5762 1 32.081111 32.17144 17.423655
5763 2 32.272671 34.141341 18.923237
5764 1 31.890319 32.258592 20.174682
5765 1 32.292252 37.789848 15.657298
5766 1 31.865994 35.945048 17.430984
5767 2 32.390605 38.101438 18.756338
5768 1 32.536255 36.292415 20.33365
5769 1 30.255802 37.826036 17.398086
5770 2 30.361913 39.693462 15.767213
5771 1 33.658364 32.195407 15.713634
5772 1 37.521125 34.00621 20.179734
5773 2 34.170474 31.959646 18.774747
5774 2 30.146126 36.07111 19.193288
5775 2 34.236512 36.009488 15.705407
5776 1 33.893052 34.259763 17.152928
5777 1 34.299465 36.26334 18.583767
5778 1 34.414431 34.040341 19.801645
5779 1 38.268782 38.067343 19.882736
5780 1 38.192119 30.067346 14.65738
5781 1 34.182659 38.172175 17.379208
5782 1 34.285582 38.312236 20.114249
5783 1 35.930101 31.821554 14.523145
5784 1 38.166996 38.004859 14.725716
5785 1 35.925271 33.697258 15.741088
5786 1 35.628801 31.929644 17.21365
5787 2 36.045808 34.231991 18.304721
5788 1 36.066783 31.92807 19.890693
5789 2 30.047091 31.872972 18.511468
5790 1 38.23536 37.943903 17.225875
5791 2 36.119549 38.085157 15.846243
5792 1 36.28338 36.046451 17.021393
5793 1 36.11202 38.183852 18.648108
5794 1 36.196383 36.094959 20.14945
5795 1 39.857714 32.070711 20.545667
5796 2 38.277117 32.092018 16.056024
5797 1 30.025257 33.999826 20.265429
5798 2 37.984137 32.053017 18.664282
5799 1 32.002215 39.814443 17.350923
5800 2 38.174586 35.979296 18.941495
5801 2 38.345772 36.135739 15.897296
5802 1 38.047733 34.092532 17.193597
5803 2 30.130578 35.962177 15.540359
5804 2 36.401926 38.058554 21.346524
5805 1 30.120957 38.000412 14.522433
5806 1 30.488998 38.181884 20.233832
5807 1 30.027329 34.063964 17.498188
5808 1 37.840062 29.987227 17.565361
5809 1 32.008478 30.033144 21.485715
5810 2 39.774533 34.462138 21.415634
5811 1 30.338184 36.208481 21.405811
5812 1 29.947563 30.056036 17.165794
5813 1 39.921352 31.819743 14.64622
5814 2 34.22915 39.981504 21.655908
5815 1 30.183329 38.19462 25.743477
5816 1 35.907762 33.854845 21.824692
5817 1 38.081846 38.241792 22.993384
5818 2 34.075816 32.199578 21.47467
5819 1 32.064265 31.912891 22.91255
5820 1 31.883139 33.912773 24.608383
5821 1 31.812805 31.862315 26.174015
5822 2 32.311833 34.450426 27.53752
5823 1 32.200878 36.145135 23.147334
5824 2 32.211767 38.313372 24.442593
5825 1 32.252693 36.173296 25.56014
5826 2 32.184178 37.824314 27.059278
5827 2 35.878916 30.070226 21.715039
5828 1 37.668689 30.050641 23.045191
5829 2 31.790668 34.251576 21.855242
5830 1 30.175916 38.136754 23.248784
5831 1 33.79328 31.909522 24.576174
5832 2 33.915875 32.018888 27.178426
5833 1 33.839278 34.11599 23.063711
5834 2 34.250078 35.934833 24.487018
5835 1 33.990054 34.106505 25.930061
5836 1 34.091025 36.282124 27.332172
5837 1 39.883217 38.455893 24.705928
5838 2 38.008034 36.021219 27.398438
5839 1 34.624327 37.896007 23.016853
5840 1 34.168936 37.954274 25.436951
5841 1 39.89339 34.048173 27.027007
5842 1 38.248268 36.455753 21.536765
5843 1 35.611768 31.698556 23.347142
5844 2 36.148802 34.042768 24.34925
5845 1 35.930043 32.125519 25.878398
5846 2 35.950538 34.005205 27.219195
5847 1 37.955393 34.076875 25.799656
5848 1 37.973062 38.01909 26.230315
5849 1 36.411999 36.023781 22.980871
5850 2 36.283519 37.906374 24.521157
5851 1 36.105429 36.189959 25.968065
5852 2 35.830991 38.301536 27.267321
5853 1 30.231426 34.188738 26.125408
5854 1 30.281973 34.136127 28.552033
5855 2 37.785563 31.866932 24.278312
5856 2 31.348335 30.244331 27.485493
5857 2 37.966809 32.115632 27.589764
5858 2 35.66017 29.988788 24.878779
5859 1 38.277476 34.130765 22.79239
5860 2 37.959129 36.154297 24.437008
5861 1 33.713618 30.108282 28.642398
5862 1 39.822964 31.905463 23.110805
5863 1 37.492689 32.09291 21.995043
5864 2 30.127031 36.064739 24.638111
5865 1 35.533243 30.110728 27.243438
5866 1 36.070605 31.93122 28.695839
5867 2 34.291131 35.85795 21.75028
5868 1 31.938061 32.142881 28.504169
5869 1 33.986813 39.867909 27.012668
5870 1 30.10822 37.992396 28.395198
5871 1 39.800701 30.030956 24.347523
5872 2 39.892552 29.979658 27.134291
5873 2 32.228297 37.952841 21.875429
5874 2 39.977135 34.107266 24.499149
5875 1 39.846344 36.406036 26.033584
5876 1 32.059083 40.009476 28.464272
5877 1 35.959269 39.965152 25.93262
5878 2 30.460566 32.139968 24.447603
5879 2 39.881804 38.087413 21.696502
5880 1 30.134489 36.163809 33.336193
5881 1 37.575878 38.100411 28.849489
5882 1 37.662104 38.133383 31.571418
5883 1 32.362045 39.87867 34.884405
5884 1 39.873173 36.224308 34.920349
5885 1 31.991424 34.085923 29.999612
5886 1 31.815171 32.168756 31.641691
5887 2 31.782096 34.063184 33.062024
5888 1 31.718037 31.953527 34.554814
5889 1 39.862898 38.376226 32.906485
5890 1 37.551931 30.038119 34.432157
5891 1 31.780802 37.997046 30.254783
5892 1 31.834761 35.939821 31.604936
5893 2 32.041736 38.210181 33.326919
5894 1 32.203699 35.869978 34.596577
5895 1 34.008946 38.074601 28.827076
5896 1 37.899592 29.974959 28.916731
5897 1 38.030007 33.96835 28.91396
5898 2 33.846774 32.085103 30.081464
5899 1 29.952597 30.143437 34.499248
5900 1 33.915497 32.111271 33.150301
5901 1 31.790321 30.23064 29.991804
5902 2 37.907438 32.157735 35.935104
5903 2 33.84716 36.05681 30.26538
5904 1 34.0432 34.280307 31.67674
5905 2 34.011752 36.10558 33.143956
5906 1 33.824017 34.085576 34.552777
5907 1 34.194027 34.072791 28.967937
5908 1 33.894909 38.222801 31.657741
5909 1 33.881652 38.078172 34.899329
5910 1 38.119296 38.056464 34.569681
5911 1 34.291634 39.920546 33.178111
5912 1 33.581454 29.993619 34.681796
5913 2 36.053229 33.87704 30.318866
5914 1 35.873901 31.88411 31.537273
5915 1 35.89848 33.774876 32.823618
5916 1 35.828028 32.348885 34.478807
5917 1 35.672787 37.928294 30.518119
5918 1 35.989671 35.945619 31.826779
5919 2 35.97259 38.32967 33.142576
5920 1 35.703331 35.814769 34.580449
5921 1 33.817908 30.208146 31.599942
5922 1 35.844503 36.12033 28.831087
5923 1 38.261976 32.096366 30.088155
5924 2 37.797891 31.9048 33.114668
5925 1 39.55682 31.880323 34.531549
5926 2 37.75043 36.193675 30.248336
5927 1 38.393997 33.98513 31.905095
5928 2 37.963057 36.355009 33.181745
5929 1 37.797425 34.035854 34.376018
5930 1 30.050396 34.271558 31.538997
5931 1 39.815357 36.070726 31.654601
5932 2 39.731271 30.032678 30.327233
5933 1 39.915975 31.952921 31.714062
5934 2 31.84562 29.966231 33.068673
5935 1 31.85693 36.270476 28.934934
5936 1 31.866016 39.844488 31.814385
5937 1 30.092134 34.094244 34.755273
5938 1 39.694807 30.040539 32.997642
